,id,host_id,neighbourhood_group,neighbourhood,room_type,price,latitude,longitude,minimum_nights,number_of_reviews,availability_365,host_name
6495,20845149,2737369,Centro,Universidad,Private room,33,40.42579,-3.7070199999999995,3,66,0,Maria Beatrice
6496,20852807,38352975,Arganzuela,Imperial,Entire home/apt,82,40.4071,-3.7147300000000003,7,18,1,Charo
6497,20853622,3063420,Centro,Embajadores,Private room,70,40.41182,-3.7006699999999997,1,22,178,Ben
6498,20853920,3387630,Arganzuela,Imperial,Entire home/apt,95,40.40447,-3.71956,15,34,0,Andrea
6499,20854599,35509766,Centro,Palacio,Private room,36,40.40818,-3.71498,2,90,0,Fabri&Alicia
6500,20856198,149685605,Latina,Aluche,Private room,22,40.39581,-3.7675,2,18,0,Lourdes
6501,20859057,99018982,Centro,Sol,Entire home/apt,99,40.415890000000005,-3.7057800000000003,1,11,13,Alterhome
6502,20866927,2960080,Centro,Universidad,Entire home/apt,59,40.420809999999996,-3.7046699999999997,2,119,177,Ivan & Pietro
6503,20868031,140446987,Centro,Justicia,Entire home/apt,60,40.42497,-3.69581,3,65,99,Enrique
6504,20870547,66691960,Centro,Universidad,Private room,58,40.42518,-3.7052,3,4,269,Carlos
6505,20871210,149840878,Moncloa - Aravaca,Casa de Campo,Entire home/apt,58,40.422940000000004,-3.71728,1,201,28,Raul
6506,20871385,42756640,Centro,Universidad,Private room,20,40.42546,-3.70286,2,3,0,Erea
6507,20873771,91529271,Villaverde,Los Rosales,Private room,31,40.36038,-3.6913099999999996,1,4,357,Naty
6508,20878513,27110709,Salamanca,Fuente del Berro,Private room,31,40.42828,-3.6666800000000004,1,32,177,Sara
6509,20879509,48707867,Salamanca,Recoletos,Private room,90,40.42208,-3.6806099999999997,1,0,0,Miguel
6510,20879942,4965514,Salamanca,Recoletos,Private room,65,40.42237,-3.6819300000000004,1,0,0,Miguel
6511,20881847,31775561,Centro,Universidad,Private room,40,40.4253,-3.7092099999999997,2,60,89,Victoria
6512,20882492,4965514,Salamanca,Recoletos,Private room,120,40.42225,-3.68097,1,0,0,Miguel
6513,20882910,4965514,Salamanca,Recoletos,Private room,90,40.42371,-3.68215,1,3,0,Miguel
6514,20883070,2509252,Salamanca,Recoletos,Entire home/apt,69,40.42817,-3.6845199999999996,1,38,297,Montaber
6515,20883090,4965514,Salamanca,Recoletos,Private room,90,40.42228,-3.68042,1,1,0,Miguel
6516,20883697,2509252,Salamanca,Recoletos,Entire home/apt,43,40.42768,-3.68647,1,39,177,Montaber
6517,20885517,14528428,Tetuán,Cuatro Caminos,Entire home/apt,90,40.44875,-3.7036,3,7,0,Alvaro
6518,20885896,144826971,Villaverde,Los Angeles,Entire home/apt,28,40.35804,-3.69751,4,0,0,Gonzalo
6519,20887909,150026991,Salamanca,Guindalera,Entire home/apt,80,40.43199,-3.66359,2,4,0,Rakel
6520,20891079,47554470,Arganzuela,Legazpi,Entire home/apt,34,40.38559,-3.68704,1,202,363,Arnaldo
6521,20891373,47554470,Arganzuela,Legazpi,Entire home/apt,32,40.38647,-3.68709,1,186,358,Arnaldo
6522,20893518,2509252,Salamanca,Castellana,Entire home/apt,69,40.42964,-3.6859900000000003,1,59,356,Montaber
6523,20893716,2509252,Centro,Justicia,Entire home/apt,64,40.42495,-3.6958599999999997,1,64,310,Montaber
6524,20894229,94924609,Chamberí,Gaztambide,Entire home/apt,55,40.4308,-3.71421,2,62,89,Mónica
6525,20896091,29615670,Puente de Vallecas,San Diego,Private room,14,40.38583,-3.66926,1,4,180,Sandra
6526,20897280,106378798,Centro,Universidad,Private room,56,40.42102,-3.70445,1,77,0,María Jesús
6527,20897419,150128214,Arganzuela,Chopera,Private room,21,40.39334,-3.6978400000000002,1,189,365,Maria Jose
6528,20899565,133056146,Centro,Sol,Entire home/apt,51,40.41462,-3.7052699999999996,1,18,315,Dobo Rooms
6529,20900488,99373514,Centro,Embajadores,Private room,29,40.41189,-3.7025699999999997,7,126,270,Lola
6530,20907122,23523746,Centro,Embajadores,Private room,33,40.40983,-3.70044,3,86,0,Caro
6531,20907153,2507824,Centro,Justicia,Entire home/apt,53,40.42501,-3.69889,50,39,221,Lorenzo
6532,20907944,150237695,Centro,Embajadores,Private room,20,40.41175,-3.70603,2,119,0,Cristina
6533,20909506,107264899,Ciudad Lineal,Concepción,Private room,35,40.433479999999996,-3.65715,1,0,0,Miguel
6534,20910838,11636925,Tetuán,Berruguete,Entire home/apt,51,40.46097,-3.70744,6,9,0,Miguel Angel
6535,20913454,26435996,Centro,Palacio,Entire home/apt,33,40.41622,-3.7091199999999995,1,53,0,Lollipop Flats
6536,20922526,102947901,Centro,Embajadores,Entire home/apt,86,40.4109,-3.7034300000000004,1,28,359,Claudia
6537,20924163,75744,Centro,Universidad,Private room,40,40.425129999999996,-3.7009,3,4,364,María
6538,20925252,27172141,Centro,Embajadores,Entire home/apt,450,40.408409999999996,-3.7002099999999998,1,0,365,Dante
6539,20925743,7145793,Arganzuela,Palos de Moguer,Entire home/apt,88,40.40437,-3.69199,2,67,64,Miguel Angel
6540,20927928,70525839,Puente de Vallecas,Numancia,Entire home/apt,40,40.3952,-3.66069,3,36,297,Rafa
6541,20928197,150436108,Centro,Justicia,Entire home/apt,84,40.421479999999995,-3.6983099999999998,3,69,353,Amaya
6542,20931830,150473901,Barajas,Alameda de Osuna,Private room,61,40.45897,-3.58967,1,18,69,Lynda
6543,20931840,150474338,Centro,Universidad,Entire home/apt,58,40.42597,-3.70244,2,32,0,Miriam
6544,20939364,40604479,Chamberí,Rios Rosas,Entire home/apt,45,40.44093,-3.69644,1,9,0,Alberto
6545,20939492,102947901,Centro,Embajadores,Entire home/apt,86,40.408590000000004,-3.71012,1,14,365,Claudia
6546,20939932,19628784,Centro,Palacio,Private room,36,40.41294,-3.7144,2,19,365,Oscar
6547,20940200,9123198,Centro,Embajadores,Private room,58,40.411120000000004,-3.7080300000000004,3,38,0,Miguel Angel
6548,20940875,70147780,Centro,Embajadores,Private room,43,40.407579999999996,-3.70114,1,96,89,Dennis
6549,20943169,150584965,Centro,Cortes,Entire home/apt,127,40.41238,-3.69525,4,59,365,Jose Luis
6550,20943314,124381557,Chamberí,Vallehermoso,Entire home/apt,97,40.443979999999996,-3.7039800000000005,2,17,365,Marta
6551,20943727,54317950,Centro,Justicia,Entire home/apt,111,40.42479,-3.70016,2,26,364,Natalia
6552,20950426,150663188,Arganzuela,Imperial,Private room,20,40.41222,-3.7208300000000003,2,26,0,Daniel
6553,20952037,105943452,Retiro,Adelfas,Entire home/apt,42,40.40268,-3.66917,2,10,0,Norma
6554,20955090,99018982,Centro,Justicia,Entire home/apt,90,40.42452,-3.69947,1,3,271,Alterhome
6555,20955096,54317950,Tetuán,Castillejos,Entire home/apt,96,40.46355,-3.69464,2,13,364,Natalia
6556,20955251,40877988,Centro,Cortes,Entire home/apt,32,40.4129,-3.69991,2,135,107,Raul
6557,20955343,120664285,Latina,Puerta del Angel,Entire home/apt,60,40.4119,-3.7315400000000003,3,79,0,Teresa Y Marisol
6558,20955569,54317950,Moncloa - Aravaca,Argüelles,Entire home/apt,90,40.42415,-3.7134400000000003,2,23,365,Natalia
6559,20959307,83132131,Chamartín,Castilla,Entire home/apt,73,40.47118,-3.6852400000000003,2,64,149,Beatriz
6560,20960733,86843365,Ciudad Lineal,Ventas,Entire home/apt,49,40.42563,-3.65806,7,45,180,Carlos
6561,20964699,150809738,San Blas - Canillejas,Rejas,Private room,25,40.45002,-3.60131,1,225,0,Lina
6562,20965637,145007053,Carabanchel,Vista Alegre,Entire home/apt,266,40.38765,-3.74419,2,9,0,Mario
6563,20968345,150850703,Moratalaz,Media Legua,Private room,30,40.40838,-3.6606099999999997,3,43,179,Nelson
6564,20969394,70510129,Centro,Palacio,Entire home/apt,49,40.42071,-3.70859,2,222,0,Pilar
6565,20977400,127076459,Moncloa - Aravaca,Ciudad Universitaria,Private room,25,40.45642,-3.71285,1,7,181,Didi
6566,20977742,150875589,Tetuán,Bellas Vistas,Entire home/apt,27,40.4504,-3.7075199999999997,20,0,0,Alfredo
6567,20980560,3384746,Centro,Palacio,Entire home/apt,71,40.418479999999995,-3.71225,1,84,364,Ana
6568,20981310,53072657,Puente de Vallecas,San Diego,Entire home/apt,57,40.39002,-3.66776,3,115,0,Leandro
6569,20985821,151042704,Latina,Puerta del Angel,Private room,17,40.40749,-3.73052,2,3,0,Maria
6570,20986794,143735161,Centro,Universidad,Entire home/apt,35,40.426159999999996,-3.70263,2,3,0,Alvaro
6571,20987766,4599639,Centro,Embajadores,Entire home/apt,54,40.4137,-3.7065699999999997,3,2,365,Allô
6572,20989468,62427231,Arganzuela,Delicias,Private room,25,40.39634,-3.6922900000000003,1,6,0,Francisco
6573,20991338,148071429,Centro,Sol,Entire home/apt,140,40.4163,-3.70192,2,8,177,José
6574,20991553,70525839,Puente de Vallecas,Palomeras Bajas,Entire home/apt,40,40.39369,-3.66278,3,35,296,Rafa
6575,20991832,31774454,Centro,Sol,Entire home/apt,200,40.415490000000005,-3.7080599999999997,3,69,186,Juan José
6576,20992533,148071429,Centro,Cortes,Entire home/apt,86,40.41559,-3.70085,2,6,0,José
6577,20993735,60179393,Centro,Universidad,Private room,20,40.42442,-3.70603,20,1,0,Dorian
6578,21002529,15423690,Centro,Palacio,Entire home/apt,130,40.41491,-3.70929,1,194,249,Alfonso
6579,21007373,125712780,Centro,Universidad,Entire home/apt,113,40.42197,-3.70425,2,8,88,Martha Ligia
6580,21019300,100336740,Centro,Palacio,Entire home/apt,63,40.41234,-3.70939,1,1,269,Victoria&Fer
6581,21020651,18051792,Centro,Palacio,Private room,22,40.409440000000004,-3.71585,1,2,0,Ernesto
6582,21023660,28786243,Centro,Embajadores,Entire home/apt,53,40.4101,-3.70436,1,84,114,Emilio
6583,21025278,505981,Centro,Embajadores,Entire home/apt,192,40.41043,-3.7074599999999998,2,88,178,Fernando
6584,21026060,136300607,Salamanca,Goya,Private room,34,40.42347,-3.67717,2,1,0,Matias
6585,21026173,505981,Centro,Embajadores,Entire home/apt,396,40.41043,-3.7074599999999998,2,31,178,Fernando
6586,21035366,151501397,Centro,Universidad,Entire home/apt,66,40.42843,-3.70529,2,191,85,Isabel
6587,21037710,59187172,Centro,Embajadores,Entire home/apt,71,40.41012,-3.69591,1,239,261,Sergio
6588,21039039,151501397,Centro,Universidad,Entire home/apt,65,40.42846,-3.7060199999999996,2,159,0,Isabel
6589,21039601,139417722,Fuencarral - El Pardo,Mirasierra,Private room,33,40.48981,-3.7233099999999997,30,8,365,Jose Oscar
6590,21039766,150970727,Salamanca,Recoletos,Entire home/apt,250,40.428940000000004,-3.6833199999999997,2,36,233,Mariana
6591,21041035,112373304,Centro,Universidad,Entire home/apt,198,40.42253,-3.70174,1,21,332,Daniel
6592,21046610,133056146,Centro,Embajadores,Entire home/apt,46,40.40679,-3.7053,1,14,319,Dobo Rooms
6593,21057184,28786243,Centro,Embajadores,Entire home/apt,56,40.407959999999996,-3.69982,1,72,122,Emilio
6594,21061194,36191078,Carabanchel,Vista Alegre,Private room,50,40.39005,-3.7430199999999996,3,1,0,Bárbara
6595,21061365,37066929,Ciudad Lineal,Concepción,Private room,28,40.43247,-3.65581,2,19,1,Maria
6596,21062399,51411572,Centro,Palacio,Private room,41,40.41418,-3.70834,2,2,0,Hayan
6597,21066042,36191078,Carabanchel,Vista Alegre,Private room,18,40.38808,-3.74159,5,4,0,Bárbara
6598,21066135,4036376,Centro,Palacio,Entire home/apt,120,40.42094,-3.70986,3,2,179,Ana
6599,21067111,17095640,Salamanca,Guindalera,Entire home/apt,61,40.43562,-3.67237,1,49,179,Gelin
6600,21075773,151899109,Arganzuela,Palos de Moguer,Entire home/apt,73,40.40515,-3.69792,2,81,127,Vicente
6601,21084828,151996234,Centro,Sol,Entire home/apt,120,40.416290000000004,-3.7061,2,38,0,Casa Mia
6602,21085363,4294079,Ciudad Lineal,Quintana,Private room,21,40.4333,-3.6531,1,0,0,Patri
6603,21085937,152005637,Centro,Palacio,Entire home/apt,58,40.414840000000005,-3.7102800000000005,1,65,328,Jesus
6604,21086921,133438319,Puente de Vallecas,Numancia,Entire home/apt,60,40.399609999999996,-3.6674800000000003,2,2,0,Carmen
6605,21088424,148208639,Centro,Embajadores,Entire home/apt,35,40.41065,-3.69944,5,71,298,Mezzanine
6606,21089456,7059146,Centro,Justicia,Entire home/apt,75,40.4217,-3.70045,360,213,0,Diego
6607,21091918,63576984,Ciudad Lineal,Quintana,Entire home/apt,58,40.43649,-3.64396,2,25,365,Inverproperty
6608,21093247,193673601,Centro,Embajadores,Entire home/apt,56,40.40767,-3.70945,4,72,129,Marisol
6609,21093334,66691960,Centro,Universidad,Entire home/apt,113,40.4252,-3.70491,2,5,0,Carlos
6610,21093465,71251019,Chamberí,Trafalgar,Entire home/apt,31,40.434740000000005,-3.70301,2,30,0,Pilar
6611,21096008,139417722,Fuencarral - El Pardo,Mirasierra,Private room,28,40.48927,-3.7237400000000003,4,7,296,Jose Oscar
6612,21096480,152101594,Centro,Cortes,Entire home/apt,37,40.41362,-3.70034,2,55,257,Monica Y Marta
6613,21099860,100909442,Retiro,Pacífico,Private room,19,40.40546,-3.6779800000000002,1,37,88,María J.
6614,21102049,10414510,Centro,Universidad,Entire home/apt,78,40.42949,-3.7052699999999996,2,52,365,Azucena
6615,21102982,28341548,Centro,Embajadores,Private room,40,40.40846,-3.70586,2,5,0,Nadia
6616,21103099,62150493,Chamberí,Almagro,Private room,58,40.4308,-3.69496,2,22,37,Jorge
6617,21105620,112271726,Moncloa - Aravaca,Argüelles,Private room,20,40.43105,-3.7186800000000004,14,3,0,Mario
6618,21106564,152196443,Centro,Embajadores,Private room,21,40.40674,-3.7047800000000004,1,0,337,Mauricio
6619,21108296,93909471,San Blas - Canillejas,Canillejas,Entire home/apt,250,40.44814,-3.6125599999999998,1,0,0,Javier
6620,21109370,15682206,Centro,Justicia,Entire home/apt,73,40.423790000000004,-3.69826,2,90,55,Daniel
6621,21116143,30782142,Fuencarral - El Pardo,Peñagrande,Entire home/apt,99,40.48062,-3.71885,3,40,341,Jose Maria
6622,21119642,7145793,Hortaleza,Pinar del Rey,Entire home/apt,78,40.47237,-3.63555,3,41,116,Miguel Angel
6623,21120756,152332928,Centro,Embajadores,Entire home/apt,78,40.41163,-3.70695,2,92,257,Pilar
6624,21122724,152352690,Moncloa - Aravaca,Argüelles,Entire home/apt,80,40.43417,-3.71825,4,78,332,Santiago
6625,21123554,152360357,Centro,Palacio,Entire home/apt,52,40.42002,-3.71118,2,18,17,Miguel Ángel
6626,21128984,115692223,Carabanchel,San Isidro,Entire home/apt,70,40.39549,-3.7366300000000003,2,21,0,Gloria
6627,21131476,104415609,Arganzuela,Delicias,Entire home/apt,38,40.39781,-3.69334,3,56,126,Cristina
6628,21132528,125712780,Centro,Universidad,Entire home/apt,88,40.42232,-3.70309,2,16,88,Martha Ligia
6629,21134551,152461346,Centro,Sol,Entire home/apt,158,40.420190000000005,-3.70776,2,95,335,Siavash
6630,21139338,18372970,Centro,Palacio,Entire home/apt,200,40.41381,-3.7157699999999996,1,189,103,Pablo Y José
6631,21139972,108573127,Carabanchel,San Isidro,Entire home/apt,60,40.3992,-3.7330300000000003,3,118,0,Virginia
6632,21151568,115511482,Centro,Embajadores,Entire home/apt,25,40.40748,-3.69981,2,154,231,Alfonso
6633,21156436,152670340,Centro,Justicia,Entire home/apt,130,40.422,-3.7001699999999995,1,188,0,Ali
6634,21158726,4036376,Centro,Universidad,Entire home/apt,120,40.42244,-3.70879,1,5,179,Ana
6635,21159903,93989668,Chamartín,Prosperidad,Shared room,30,40.441959999999995,-3.66943,1,1,0,Angéline
6636,21163028,152145070,Chamberí,Arapiles,Entire home/apt,41,40.43414,-3.7110300000000005,1,39,239,Isabel
6637,21168708,152806944,Centro,Embajadores,Entire home/apt,157,40.41066,-3.7030800000000004,3,46,143,Casa Mia
6638,21169917,7280945,Centro,Sol,Entire home/apt,144,40.41754,-3.7004599999999996,4,40,0,Tobias
6639,21171886,147806949,Puente de Vallecas,Entrevías,Shared room,13,40.38158,-3.67121,1,173,8,Erica
6640,21173399,138397676,Puente de Vallecas,Palomeras Bajas,Private room,9,40.387440000000005,-3.6554599999999997,1,0,0,Piotr
6641,21179109,23973262,Hortaleza,Pinar del Rey,Private room,27,40.47017,-3.6516800000000003,1,68,70,Gastón
6642,21181180,57735136,Salamanca,Goya,Private room,36,40.42371,-3.6740699999999995,1,22,0,Alied
6643,21183272,152478367,Moncloa - Aravaca,Argüelles,Entire home/apt,91,40.42195,-3.7144199999999996,3,77,86,Maria Del Rosario
6644,21183840,148071429,Centro,Embajadores,Entire home/apt,300,40.40775,-3.70175,2,49,177,José
6645,21184348,58001141,Centro,Cortes,Entire home/apt,62,40.41274,-3.6981900000000003,5,94,104,Marta
6646,21186600,152100907,Hortaleza,Canillas,Entire home/apt,70,40.45759,-3.6478099999999998,1,0,0,Raquel
6647,21187127,152495902,Centro,Universidad,Entire home/apt,90,40.42627,-3.7043699999999995,3,1,0,Alia
6648,21191658,141801045,Salamanca,Castellana,Entire home/apt,60,40.43157,-3.6833,2,117,108,Ana
6649,21195215,18060099,Hortaleza,Canillas,Entire home/apt,90,40.464259999999996,-3.6486699999999996,5,57,90,Juan Manuel
6650,21198017,68802394,Centro,Sol,Entire home/apt,104,40.42004,-3.70771,2,108,365,Minty
6651,21199029,153117083,Arganzuela,Acacias,Entire home/apt,39,40.40521,-3.7106800000000004,3,94,22,Nati
6652,21199809,18813903,Retiro,Pacífico,Private room,29,40.405229999999996,-3.67611,3,3,364,Carolina
6653,21201191,2419064,Fuencarral - El Pardo,El Goloso,Entire home/apt,158,40.50541,-3.7050300000000003,2,3,0,Laura
6654,21208008,149137161,Centro,Palacio,Entire home/apt,71,40.42094,-3.7073099999999997,3,15,0,María
6655,21208616,23776598,Arganzuela,Imperial,Entire home/apt,48,40.412490000000005,-3.7193099999999997,2,46,364,Ignacio
6656,21212124,105708985,Centro,Embajadores,Entire home/apt,38,40.40806,-3.70514,30,131,341,Rafael
6657,21212218,87675124,Arganzuela,Palos de Moguer,Entire home/apt,140,40.40576,-3.69535,2,133,298,Pedro
6658,21212342,48041121,Puente de Vallecas,San Diego,Private room,25,40.391009999999994,-3.66468,1,17,0,Aurora
6659,21213060,153253928,Centro,Embajadores,Entire home/apt,157,40.40934,-3.7019,4,109,365,Rafael
6660,21213259,153235529,Ciudad Lineal,Quintana,Private room,50,40.43373,-3.65276,2,13,89,M. Victoria
6661,21213303,153256260,Hortaleza,Apostol Santiago,Private room,24,40.47262,-3.6593199999999997,1,36,0,Oliver
6662,21220229,71137764,Ciudad Lineal,Concepción,Private room,18,40.43225,-3.6572699999999996,90,12,138,Nina
6663,21227998,39362213,Centro,Sol,Entire home/apt,120,40.415440000000004,-3.7039400000000002,1,9,20,Ricardo
6664,21228494,28038703,Centro,Palacio,Entire home/apt,144,40.4193,-3.7128900000000002,3,8,0,Luxury Rentals Madrid
6665,21230615,31551311,Centro,Justicia,Entire home/apt,100,40.42378,-3.6964599999999996,2,78,22,Daniel
6666,21230945,11753022,Salamanca,Fuente del Berro,Private room,19,40.42602,-3.6616199999999997,3,42,0,David
6667,21237677,153496477,Hortaleza,Pinar del Rey,Entire home/apt,66,40.47123,-3.64906,1,278,141,Jose Albert
6668,21240989,28038703,Centro,Justicia,Entire home/apt,122,40.42532,-3.6992599999999998,3,22,361,Luxury Rentals Madrid
6669,21242025,29053453,Moncloa - Aravaca,Argüelles,Entire home/apt,150,40.42808,-3.71867,6,15,268,Andres
6670,21242173,153539928,Salamanca,Goya,Private room,45,40.42308,-3.6770199999999997,1,0,0,Yago
6671,21246678,62787624,Ciudad Lineal,Ventas,Private room,43,40.42934,-3.65956,2,110,23,Virginia
6672,21246929,39758265,San Blas - Canillejas,Simancas,Entire home/apt,85,40.43827,-3.63095,5,8,178,Ego
6673,21248209,106892238,Tetuán,Bellas Vistas,Private room,23,40.44937,-3.7088300000000003,1,0,0,Gabriela
6674,21248465,129522761,Centro,Justicia,Private room,22,40.42694,-3.70137,1,27,90,Ganni
6675,21257642,7953481,Centro,Palacio,Entire home/apt,55,40.42092,-3.70916,15,13,0,Claudia
6676,21258978,139417722,Fuencarral - El Pardo,Mirasierra,Private room,26,40.49116,-3.7237,30,13,365,Jose Oscar
6677,21260832,31895284,Retiro,Pacífico,Entire home/apt,61,40.40319,-3.676,4,92,0,Iñigo
6678,21261663,148715129,Hortaleza,Valdefuentes,Entire home/apt,199,40.48679,-3.67,2,40,361,José  Andrés
6679,21262371,153769512,Fuencarral - El Pardo,Peñagrande,Private room,25,40.475629999999995,-3.71666,5,34,0,Maria Dolores
6680,21262594,144230807,Puente de Vallecas,Numancia,Entire home/apt,46,40.403940000000006,-3.6615800000000003,2,110,1,Mariano
6681,21270038,153366900,Salamanca,Recoletos,Entire home/apt,184,40.428470000000004,-3.6812,3,29,0,Pilar
6682,21272863,142223688,Retiro,Ibiza,Private room,21,40.41581,-3.6769,10,73,365,Betty
6683,21274204,51564174,Salamanca,Goya,Hotel room,127,40.42586,-3.6695800000000003,2,53,0,Álvaro & Tatiana
6684,21277713,153902969,Moratalaz,Marroquina,Private room,33,40.40992,-3.65165,2,17,0,Carla
6685,21285357,24437870,Chamartín,Ciudad Jardín,Private room,55,40.44328,-3.67821,1,1,180,Enrique
6686,21291098,4599639,Moncloa - Aravaca,Argüelles,Entire home/apt,107,40.42494,-3.71319,3,8,24,Allô
6687,21291212,154053671,Centro,Sol,Entire home/apt,92,40.41538,-3.702,2,75,365,Eloy
6688,21293152,66691960,Centro,Universidad,Private room,60,40.4239,-3.7038,2,12,0,Carlos
6689,21294003,92423093,Chamartín,Prosperidad,Entire home/apt,49,40.4413,-3.6728,2,166,83,Beatriz
6690,21303463,17425799,Centro,Palacio,Entire home/apt,63,40.409440000000004,-3.71014,2,5,0,Lauren
6691,21304193,128822421,Carabanchel,Puerta Bonita,Entire home/apt,41,40.37932,-3.7464699999999995,1,75,297,Adan
6692,21307507,48327231,Centro,Cortes,Entire home/apt,84,40.41299,-3.69794,25,3,0,Juan Alfonso
6693,21308246,8276432,Centro,Embajadores,Entire home/apt,51,40.408390000000004,-3.7019300000000004,2,134,345,Rutilio Adolfo
6694,21309942,26264376,Centro,Universidad,Private room,47,40.42195,-3.7024800000000004,1,41,297,Ana
6695,21317724,69762723,Hortaleza,Pinar del Rey,Private room,34,40.47398,-3.64645,1,102,0,Alfredo
6696,21318513,154291238,Carabanchel,Puerta Bonita,Private room,25,40.37529,-3.7408,1,44,0,Rocio
6697,21318687,112373304,Centro,Palacio,Entire home/apt,192,40.41151,-3.71484,1,3,0,Daniel
6698,21331801,27517398,Tetuán,Cuatro Caminos,Entire home/apt,55,40.45443,-3.70054,2,24,98,Alejandro
6699,21332238,8321213,Centro,Cortes,Entire home/apt,46,40.41176,-3.6955699999999996,1,199,299,Paula
6700,21341857,3233170,Centro,Embajadores,Entire home/apt,50,40.40616,-3.69941,3,96,74,Ernesto
6701,21343312,92184438,Centro,Embajadores,Hotel room,30,40.41409,-3.70425,1,165,0,Tato
6702,21346329,154505925,Villaverde,San Cristobal,Private room,12,40.341840000000005,-3.69257,1,1,0,Luix
6703,21352122,260283,Tetuán,Cuatro Caminos,Entire home/apt,95,40.44835,-3.7016699999999996,3,13,89,Javier
6704,21352903,53526,Centro,Sol,Entire home/apt,62,40.41812,-3.7031400000000003,2,98,23,Felipe & Pilar
6705,21354527,92184438,Centro,Embajadores,Private room,30,40.41409,-3.70425,1,130,0,Tato
6706,21362899,154670199,Carabanchel,Puerta Bonita,Entire home/apt,45,40.37717,-3.7427699999999997,7,40,0,Ruben
6707,21362931,154670737,San Blas - Canillejas,Simancas,Private room,20,40.43898,-3.62344,2,42,0,Fernando
6708,21362950,118572350,Centro,Sol,Entire home/apt,63,40.41496,-3.70367,3,7,99,Pablo
6709,21363536,154677141,Moncloa - Aravaca,Casa de Campo,Private room,21,40.42523,-3.73098,28,34,91,Jose
6710,21365468,77195873,Ciudad Lineal,Quintana,Private room,16,40.43777,-3.64244,3,39,0,Adriana
6711,21366477,19689355,Centro,Cortes,Entire home/apt,81,40.413509999999995,-3.6986199999999996,2,5,360,Fiona
6712,21367082,35905608,Salamanca,Fuente del Berro,Private room,61,40.42111,-3.6652099999999996,2,59,351,Laurence
6713,21368162,77195873,Ciudad Lineal,Quintana,Private room,16,40.43768,-3.6444300000000003,2,100,0,Adriana
6714,21371309,66155115,Arganzuela,Palos de Moguer,Entire home/apt,30,40.40725,-3.69375,1,196,344,Mattia
6715,21372569,84836955,Chamartín,Ciudad Jardín,Private room,30,40.44925,-3.67014,4,3,0,Daniel
6716,21376743,43556711,Centro,Universidad,Entire home/apt,52,40.42433,-3.7046900000000003,3,4,0,Anthony
6717,21378300,154828152,Tetuán,Almenara,Private room,22,40.4688,-3.6951300000000002,1,179,0,Mayte
6718,21379394,154841035,Centro,Sol,Entire home/apt,57,40.41465,-3.7068800000000004,3,88,176,Easy Host
6719,21381956,154866578,Centro,Universidad,Private room,300,40.42581,-3.7018,2,18,0,Enrique
6720,21384524,154890935,Centro,Universidad,Private room,27,40.42685,-3.7092300000000002,1,31,0,Lissette
6721,21386666,154914491,Salamanca,Castellana,Entire home/apt,82,40.43699,-3.6794599999999997,2,87,0,Maria
6722,21387602,62386612,Villaverde,San Cristobal,Entire home/apt,50,40.3395,-3.68751,7,77,143,Marine
6723,21388718,151115881,Salamanca,Goya,Entire home/apt,102,40.42281,-3.6768199999999998,3,80,89,Carlos
6724,21389483,17608059,Retiro,Jerónimos,Entire home/apt,47,40.40744,-3.68822,1,258,333,Cristina
6725,21390488,22633689,Centro,Embajadores,Entire home/apt,49,40.41069,-3.70842,2,57,75,Sandra
6726,21390501,53575377,Chamberí,Gaztambide,Entire home/apt,106,40.43705,-3.7171,3,1,179,Victor
6727,21390697,4722486,Chamartín,Prosperidad,Shared room,30,40.44017,-3.6718599999999997,5,7,364,Marga
6728,21391477,154957000,Centro,Embajadores,Entire home/apt,106,40.410920000000004,-3.7013199999999995,1,6,365,Leiba Rosa
6729,21393143,148071429,Centro,Cortes,Entire home/apt,150,40.41557,-3.70139,2,3,71,José
6730,21401190,105708985,Centro,Embajadores,Entire home/apt,79,40.40806,-3.70514,30,133,341,Rafael
6731,21401356,2105590,Retiro,Jerónimos,Entire home/apt,136,40.4141,-3.69023,1,21,271,Reyes
6732,21402384,7858753,Tetuán,Bellas Vistas,Entire home/apt,36,40.45065,-3.70715,5,71,365,Carlos
6733,21403604,32046323,Salamanca,Castellana,Entire home/apt,207,40.43031,-3.67975,30,0,297,Ivory
6734,21406670,155100482,Salamanca,Castellana,Entire home/apt,122,40.43591,-3.68462,4,75,339,Azalvaro S.L
6735,21408141,155116115,Centro,Cortes,Entire home/apt,173,40.41348,-3.70019,2,97,303,Sergio
6736,21408258,155117856,Centro,Universidad,Entire home/apt,192,40.42957,-3.70802,4,80,359,Manuel
6737,21412860,49124821,Chamberí,Rios Rosas,Private room,45,40.44616,-3.7008400000000004,2,4,0,Jessika
6738,21417280,154867262,Villa de Vallecas,Casco Histórico de Vallecas,Private room,27,40.37737,-3.62646,1,16,91,Leonor
6739,21417708,11650091,Moncloa - Aravaca,Argüelles,Private room,60,40.42832,-3.7206699999999997,2,5,0,Laura
6740,21418557,31772865,Chamberí,Trafalgar,Entire home/apt,69,40.43032,-3.7023699999999997,3,5,310,Roomspace
6741,21418722,13705826,Salamanca,Lista,Entire home/apt,160,40.42937,-3.6743,1,1,0,Alfonso
6742,21419399,54347960,Carabanchel,Puerta Bonita,Private room,25,40.37399,-3.7397699999999996,1,26,0,Mary
